barcode;кол-во
D819-ST-0203-LO-gray-red;0
D824-ST-0203-LO-GRAY-RED-2;0
D834-ST-0203-LO-gray-red;0
D838-ST-0203-LO-gray-red;0
D819-ST-1020-LO-gray-red;314
D824-ST-1020-LO-GRAY-RED-2;266
D834-ST-1020-LO-gray-red;437
D838-ST-1020-LO-gray-red;370
D819-ST-1523-LO-gray-red;84
D824-ST-1523-LO-GRAY-RED-2;0
D834-ST-1523-LO-gray-red;42
D838-ST-1523-LO-gray-red;0
